locus_tag	ftype	length_bp	gene	EC_number	COG	product
IGKOFFHN_02589	CDS	1020				hypothetical protein
IGKOFFHN_02590	gene	1149	adhB_1			
IGKOFFHN_02590	CDS	1149	adhB_1	1.1.1.1		Alcohol dehydrogenase 2
IGKOFFHN_02591	gene	1167	mdtL			
IGKOFFHN_02591	CDS	1167	mdtL			Multidrug resistance protein MdtL
IGKOFFHN_02592	gene	1236	kbl			
IGKOFFHN_02592	CDS	1236	kbl	2.3.1.29	COG0156	2-amino-3-ketobutyrate coenzyme A ligase
IGKOFFHN_02593	gene	489				
IGKOFFHN_02593	CDS	489				hypothetical protein
IGKOFFHN_02594	gene	903	pcpR_1			
IGKOFFHN_02594	CDS	903	pcpR_1			PCP degradation transcriptional activation protein
IGKOFFHN_02595	gene	738				
IGKOFFHN_02595	CDS	738				hypothetical protein
IGKOFFHN_02596	gene	720				
IGKOFFHN_02596	CDS	720				hypothetical protein
IGKOFFHN_02597	gene	417	fosA			
IGKOFFHN_02597	CDS	417	fosA	2.5.1.18	COG0346	Glutathione transferase FosA
IGKOFFHN_02598	gene	639				
IGKOFFHN_02598	CDS	639				hypothetical protein
IGKOFFHN_02599	gene	1350				
IGKOFFHN_02599	CDS	1350				hypothetical protein
IGKOFFHN_02600	gene	156				
IGKOFFHN_02600	CDS	156				hypothetical protein
IGKOFFHN_02601	gene	504				
IGKOFFHN_02601	CDS	504				hypothetical protein
IGKOFFHN_02602	gene	411				
IGKOFFHN_02602	CDS	411				hypothetical protein
IGKOFFHN_02603	gene	1086				
IGKOFFHN_02603	CDS	1086				hypothetical protein
IGKOFFHN_02604	gene	771	tam_2			
IGKOFFHN_02604	CDS	771	tam_2	2.1.1.144	COG4106	Trans-aconitate 2-methyltransferase
IGKOFFHN_02605	gene	729	tam_3			
IGKOFFHN_02605	CDS	729	tam_3	2.1.1.144		Trans-aconitate 2-methyltransferase
IGKOFFHN_02606	gene	369				
IGKOFFHN_02606	CDS	369				hypothetical protein
IGKOFFHN_02607	gene	879				
IGKOFFHN_02607	CDS	879				hypothetical protein
IGKOFFHN_02608	gene	411				
IGKOFFHN_02608	CDS	411				hypothetical protein
IGKOFFHN_02609	gene	74				
IGKOFFHN_02609	tRNA	74				tRNA-Gly(ccc)
IGKOFFHN_02610	gene	885	rhlA			
IGKOFFHN_02610	CDS	885	rhlA	2.3.1.-		3-(3-hydroxydecanoyloxy)decanoate synthase
IGKOFFHN_02611	gene	693	rsuA			
IGKOFFHN_02611	CDS	693	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
IGKOFFHN_02612	gene	219				
IGKOFFHN_02612	CDS	219				hypothetical protein
IGKOFFHN_02613	gene	1488				
IGKOFFHN_02613	CDS	1488				hypothetical protein
IGKOFFHN_02614	gene	1773	atzF			
IGKOFFHN_02614	CDS	1773	atzF	3.5.1.54		Allophanate hydrolase
IGKOFFHN_02615	gene	3633	carB_2			
IGKOFFHN_02615	CDS	3633	carB_2			Carbamoyl-phosphate synthase large chain
IGKOFFHN_02616	gene	93				
IGKOFFHN_02616	CDS	93				hypothetical protein
IGKOFFHN_02617	gene	642				
IGKOFFHN_02617	CDS	642				hypothetical protein
IGKOFFHN_02618	gene	726				
IGKOFFHN_02618	CDS	726				hypothetical protein
IGKOFFHN_02619	gene	789	cmpD			
IGKOFFHN_02619	CDS	789	cmpD	3.6.3.-		Bicarbonate transport ATP-binding protein CmpD
IGKOFFHN_02620	gene	816				
IGKOFFHN_02620	CDS	816				hypothetical protein
IGKOFFHN_02621	gene	1068				
IGKOFFHN_02621	CDS	1068				hypothetical protein
IGKOFFHN_02622	gene	264				
IGKOFFHN_02622	CDS	264				hypothetical protein
IGKOFFHN_02623	gene	402				
IGKOFFHN_02623	CDS	402				hypothetical protein
IGKOFFHN_02624	gene	1113	caiD_1			
IGKOFFHN_02624	CDS	1113	caiD_1	4.2.1.149		Carnitinyl-CoA dehydratase
IGKOFFHN_02625	gene	696	ung			
IGKOFFHN_02625	CDS	696	ung	3.2.2.27	COG0692	Uracil-DNA glycosylase
IGKOFFHN_02626	gene	354				
IGKOFFHN_02626	CDS	354				hypothetical protein
IGKOFFHN_02627	gene	1041				
IGKOFFHN_02627	CDS	1041				hypothetical protein
IGKOFFHN_02628	gene	1515				
IGKOFFHN_02628	CDS	1515				hypothetical protein
IGKOFFHN_02629	gene	459				
IGKOFFHN_02629	CDS	459				hypothetical protein
IGKOFFHN_02630	gene	978				
IGKOFFHN_02630	CDS	978				hypothetical protein
IGKOFFHN_02631	gene	672	tctD			
IGKOFFHN_02631	CDS	672	tctD		COG0745	Transcriptional regulatory protein tctD
IGKOFFHN_02632	gene	1386	sasA_8			
IGKOFFHN_02632	CDS	1386	sasA_8	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_02633	gene	822				
IGKOFFHN_02633	CDS	822				hypothetical protein
IGKOFFHN_02634	gene	942	ygfZ			
IGKOFFHN_02634	CDS	942	ygfZ		COG0354	tRNA-modifying protein YgfZ
IGKOFFHN_02635	gene	255	sdhE			
IGKOFFHN_02635	CDS	255	sdhE		COG2938	FAD assembly factor SdhE
IGKOFFHN_02636	gene	1617	nadB			
IGKOFFHN_02636	CDS	1617	nadB	1.4.3.16	COG0029	L-aspartate oxidase
IGKOFFHN_02637	gene	582	algU_2			
IGKOFFHN_02637	CDS	582	algU_2		COG1595	RNA polymerase sigma-H factor
IGKOFFHN_02638	gene	588	mucA			
IGKOFFHN_02638	CDS	588	mucA		COG3073	Sigma factor AlgU negative regulatory protein
IGKOFFHN_02639	gene	963	mucB			
IGKOFFHN_02639	CDS	963	mucB		COG3026	Sigma factor AlgU regulatory protein MucB
IGKOFFHN_02640	gene	1449	degP			
IGKOFFHN_02640	CDS	1449	degP	3.4.21.107	COG0265	Periplasmic serine endoprotease DegP
IGKOFFHN_02641	gene	1434	bepA_3			
IGKOFFHN_02641	CDS	1434	bepA_3	3.4.-.-	COG4783	Beta-barrel assembly-enhancing protease
IGKOFFHN_02642	gene	240	tusA_1			
IGKOFFHN_02642	CDS	240	tusA_1		COG0425	Sulfur carrier protein TusA
IGKOFFHN_02643	gene	1071				
IGKOFFHN_02643	CDS	1071				hypothetical protein
IGKOFFHN_02644	gene	474	bcp			
IGKOFFHN_02644	CDS	474	bcp	1.11.1.15	COG1225	Peroxiredoxin Bcp
IGKOFFHN_02645	gene	561	gcvR			
IGKOFFHN_02645	CDS	561	gcvR		COG2716	Glycine cleavage system transcriptional repressor
IGKOFFHN_02646	gene	879	dapA_2			
IGKOFFHN_02646	CDS	879	dapA_2	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
IGKOFFHN_02647	gene	1116	bamC			
IGKOFFHN_02647	CDS	1116	bamC			Outer membrane protein assembly factor BamC
IGKOFFHN_02648	gene	759	yycJ			
IGKOFFHN_02648	CDS	759	yycJ	3.-.-.-	COG1235	Putative metallo-hydrolase YycJ
IGKOFFHN_02649	gene	714	purC			
IGKOFFHN_02649	CDS	714	purC	6.3.2.6	COG0152	Phosphoribosylaminoimidazole-succinocarboxamide synthase
IGKOFFHN_02650	gene	90				
IGKOFFHN_02650	tRNA	90				tRNA-Ser(cga)
IGKOFFHN_02651	gene	570				
IGKOFFHN_02651	CDS	570				hypothetical protein
IGKOFFHN_02652	gene	708				
IGKOFFHN_02652	CDS	708				hypothetical protein
IGKOFFHN_02653	gene	291				
IGKOFFHN_02653	CDS	291				hypothetical protein
IGKOFFHN_02654	gene	213				
IGKOFFHN_02654	CDS	213				hypothetical protein
IGKOFFHN_02655	gene	897				
IGKOFFHN_02655	CDS	897				hypothetical protein
IGKOFFHN_02656	gene	1401				
IGKOFFHN_02656	CDS	1401				hypothetical protein
IGKOFFHN_02657	gene	825				
IGKOFFHN_02657	CDS	825		2.7.4.1		Polyphosphate:ADP phosphotransferase 3
IGKOFFHN_02658	gene	192				
IGKOFFHN_02658	CDS	192				hypothetical protein
IGKOFFHN_02659	gene	969				
IGKOFFHN_02659	CDS	969		2.4.-.-		putative glycosyltransferase
IGKOFFHN_02660	gene	711				
IGKOFFHN_02660	CDS	711				hypothetical protein
IGKOFFHN_02661	gene	387				
IGKOFFHN_02661	CDS	387				hypothetical protein
IGKOFFHN_02662	gene	2097				
IGKOFFHN_02662	CDS	2097				hypothetical protein
IGKOFFHN_02663	gene	987	nodD2_2			
IGKOFFHN_02663	CDS	987	nodD2_2			Nodulation protein D 2
IGKOFFHN_02664	gene	366				
IGKOFFHN_02664	CDS	366				hypothetical protein
IGKOFFHN_02665	gene	936	pcpR_2			
IGKOFFHN_02665	CDS	936	pcpR_2			PCP degradation transcriptional activation protein
IGKOFFHN_02666	gene	1182	yycB_2			
IGKOFFHN_02666	CDS	1182	yycB_2		COG2807	putative transporter YycB
IGKOFFHN_02667	gene	1650	eptA_2			
IGKOFFHN_02667	CDS	1650	eptA_2	2.7.-.-	COG2194	Phosphoethanolamine transferase EptA
IGKOFFHN_02668	gene	1134	rnd			
IGKOFFHN_02668	CDS	1134	rnd	3.1.13.5	COG0349	Ribonuclease D
IGKOFFHN_02669	gene	294	ycgL			
IGKOFFHN_02669	CDS	294	ycgL		COG3100	Protein YcgL
IGKOFFHN_02670	gene	933	ghrA_2			
IGKOFFHN_02670	CDS	933	ghrA_2	1.1.1.81		Glyoxylate/hydroxypyruvate reductase A
IGKOFFHN_02671	gene	594	rutE			
IGKOFFHN_02671	CDS	594	rutE	1.1.1.298		malonic semialdehyde reductase RutE
IGKOFFHN_02672	gene	450				
IGKOFFHN_02672	CDS	450				hypothetical protein
IGKOFFHN_02673	gene	1230				
IGKOFFHN_02673	CDS	1230				hypothetical protein
IGKOFFHN_02674	gene	378				
IGKOFFHN_02674	CDS	378				hypothetical protein
IGKOFFHN_02675	gene	471				
IGKOFFHN_02675	CDS	471				hypothetical protein
IGKOFFHN_02676	gene	372				
IGKOFFHN_02676	CDS	372				hypothetical protein
IGKOFFHN_02677	gene	687	speE_1			
IGKOFFHN_02677	CDS	687	speE_1	2.5.1.16		Polyamine aminopropyltransferase
IGKOFFHN_02678	gene	285				
IGKOFFHN_02678	CDS	285				hypothetical protein
IGKOFFHN_02679	gene	474				
IGKOFFHN_02679	CDS	474				hypothetical protein
IGKOFFHN_02680	gene	2055	ptrB			
IGKOFFHN_02680	CDS	2055	ptrB	3.4.21.83	COG1770	Protease 2
IGKOFFHN_02681	gene	153				
IGKOFFHN_02681	CDS	153				hypothetical protein
IGKOFFHN_02682	gene	1698				
IGKOFFHN_02682	CDS	1698				hypothetical protein
IGKOFFHN_02683	gene	501				
IGKOFFHN_02683	CDS	501				hypothetical protein
IGKOFFHN_02684	gene	777	yafJ			
IGKOFFHN_02684	CDS	777	yafJ	2.4.2.-	COG0121	Putative glutamine amidotransferase YafJ
IGKOFFHN_02685	gene	543				
IGKOFFHN_02685	CDS	543				hypothetical protein
IGKOFFHN_02686	gene	912	gltR_1			
IGKOFFHN_02686	CDS	912	gltR_1		COG0583	HTH-type transcriptional regulator GltR
IGKOFFHN_02687	gene	1287	nanT_1			
IGKOFFHN_02687	CDS	1287	nanT_1			Sialic acid transporter NanT
IGKOFFHN_02688	gene	753	pxpA3			
IGKOFFHN_02688	CDS	753	pxpA3	3.5.2.9	COG1540	5-oxoprolinase subunit A 3
IGKOFFHN_02689	gene	705	pxpB			
IGKOFFHN_02689	CDS	705	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
IGKOFFHN_02690	gene	918	pxpC			
IGKOFFHN_02690	CDS	918	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
IGKOFFHN_02691	gene	1179				
IGKOFFHN_02691	CDS	1179				hypothetical protein
IGKOFFHN_02692	gene	846				
IGKOFFHN_02692	CDS	846				hypothetical protein
IGKOFFHN_02693	gene	1077				
IGKOFFHN_02693	CDS	1077				hypothetical protein
IGKOFFHN_02694	gene	975	cysK			
IGKOFFHN_02694	CDS	975	cysK	2.5.1.47	COG0031	Cysteine synthase A
IGKOFFHN_02695	gene	939				
IGKOFFHN_02695	CDS	939				hypothetical protein
IGKOFFHN_02696	gene	633				
IGKOFFHN_02696	CDS	633				hypothetical protein
IGKOFFHN_02697	gene	864				
IGKOFFHN_02697	CDS	864				hypothetical protein
IGKOFFHN_02698	gene	909				
IGKOFFHN_02698	CDS	909				IS1595 family transposase ISBsp7
IGKOFFHN_02699	gene	1626				
IGKOFFHN_02699	CDS	1626				hypothetical protein
IGKOFFHN_02700	gene	1722	aceK			
IGKOFFHN_02700	CDS	1722	aceK	2.7.11.5	COG4579	Isocitrate dehydrogenase kinase/phosphatase
IGKOFFHN_02701	gene	3912				
IGKOFFHN_02701	CDS	3912				hypothetical protein
IGKOFFHN_02702	gene	1122				
IGKOFFHN_02702	CDS	1122		2.3.1.207	COG0332	Beta-ketodecanoyl-[acyl-carrier-protein] synthase
IGKOFFHN_02703	gene	612	rpoE			
IGKOFFHN_02703	CDS	612	rpoE		COG1595	ECF RNA polymerase sigma-E factor
IGKOFFHN_02704	gene	237				
IGKOFFHN_02704	CDS	237				hypothetical protein
IGKOFFHN_02705	gene	1323				
IGKOFFHN_02705	CDS	1323				hypothetical protein
IGKOFFHN_02706	gene	1125				
IGKOFFHN_02706	CDS	1125				hypothetical protein
IGKOFFHN_02707	gene	696	aqpZ			
IGKOFFHN_02707	CDS	696	aqpZ		COG0580	Aquaporin Z
IGKOFFHN_02708	gene	1833				
IGKOFFHN_02708	CDS	1833		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
IGKOFFHN_02709	gene	564	ppiA			
IGKOFFHN_02709	CDS	564	ppiA	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase A
IGKOFFHN_02710	gene	804	catD_2			
IGKOFFHN_02710	CDS	804	catD_2	3.1.1.24	COG0596	3-oxoadipate enol-lactonase 2
IGKOFFHN_02711	gene	924	yhaJ_2			
IGKOFFHN_02711	CDS	924	yhaJ_2			HTH-type transcriptional regulator YhaJ
IGKOFFHN_02712	gene	315				
IGKOFFHN_02712	CDS	315				hypothetical protein
IGKOFFHN_02713	gene	600	azoR			
IGKOFFHN_02713	CDS	600	azoR	1.7.1.17	COG1182	FMN-dependent NADH-azoreductase
IGKOFFHN_02714	gene	882	bioP			
IGKOFFHN_02714	CDS	882	bioP		COG0697	Biotin transporter
IGKOFFHN_02715	gene	906	dmlR_11			
IGKOFFHN_02715	CDS	906	dmlR_11			HTH-type transcriptional regulator DmlR
IGKOFFHN_02716	gene	642				
IGKOFFHN_02716	CDS	642				hypothetical protein
IGKOFFHN_02717	gene	1299	ybdG			
IGKOFFHN_02717	CDS	1299	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
IGKOFFHN_02718	gene	1341	rhlE_3			
IGKOFFHN_02718	CDS	1341	rhlE_3	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
IGKOFFHN_02719	gene	600				
IGKOFFHN_02719	CDS	600				hypothetical protein
IGKOFFHN_02720	gene	600				
IGKOFFHN_02720	CDS	600				hypothetical protein
IGKOFFHN_02721	gene	276				
IGKOFFHN_02721	CDS	276				hypothetical protein
IGKOFFHN_02722	gene	10935				
IGKOFFHN_02722	CDS	10935				hypothetical protein
IGKOFFHN_02723	gene	735				
IGKOFFHN_02723	CDS	735				hypothetical protein
IGKOFFHN_02724	gene	393				
IGKOFFHN_02724	CDS	393				hypothetical protein
IGKOFFHN_02725	gene	870				
IGKOFFHN_02725	CDS	870				hypothetical protein
IGKOFFHN_02726	gene	717				
IGKOFFHN_02726	CDS	717				hypothetical protein
IGKOFFHN_02727	gene	180				
IGKOFFHN_02727	CDS	180				hypothetical protein
IGKOFFHN_02728	gene	837	cvfB			
IGKOFFHN_02728	CDS	837	cvfB		COG2996	Conserved virulence factor B
IGKOFFHN_02729	gene	405				
IGKOFFHN_02729	CDS	405				hypothetical protein
IGKOFFHN_02730	gene	933				
IGKOFFHN_02730	CDS	933				hypothetical protein
IGKOFFHN_02731	gene	1182				
IGKOFFHN_02731	CDS	1182				hypothetical protein
IGKOFFHN_02732	gene	894	gltR_2			
IGKOFFHN_02732	CDS	894	gltR_2		COG0583	HTH-type transcriptional regulator GltR
IGKOFFHN_02733	gene	129				
IGKOFFHN_02733	CDS	129				hypothetical protein
IGKOFFHN_02734	gene	249				
IGKOFFHN_02734	CDS	249				hypothetical protein
IGKOFFHN_02735	gene	726	gloB_1			
IGKOFFHN_02735	CDS	726	gloB_1	3.1.2.6		Hydroxyacylglutathione hydrolase
IGKOFFHN_02736	gene	1380	opuE			
IGKOFFHN_02736	CDS	1380	opuE		COG0591	Osmoregulated proline transporter OpuE
IGKOFFHN_02737	gene	1512				
IGKOFFHN_02737	CDS	1512				hypothetical protein
IGKOFFHN_02738	gene	423				
IGKOFFHN_02738	CDS	423				hypothetical protein
IGKOFFHN_02739	gene	951	gbuA			
IGKOFFHN_02739	CDS	951	gbuA	3.5.3.7	COG0010	Guanidinobutyrase
IGKOFFHN_02740	gene	894				
IGKOFFHN_02740	CDS	894				hypothetical protein
IGKOFFHN_02741	gene	597				
IGKOFFHN_02741	CDS	597				hypothetical protein
IGKOFFHN_02742	gene	1362	prsE_2			
IGKOFFHN_02742	CDS	1362	prsE_2			Type I secretion system membrane fusion protein PrsE
IGKOFFHN_02743	gene	2160	apxIB			
IGKOFFHN_02743	CDS	2160	apxIB		COG2274	Toxin RTX-I translocation ATP-binding protein
IGKOFFHN_02744	gene	1359	bepC_1			
IGKOFFHN_02744	CDS	1359	bepC_1			Outer membrane efflux protein BepC
IGKOFFHN_02745	gene	8655				
IGKOFFHN_02745	CDS	8655				hypothetical protein
IGKOFFHN_02746	gene	378				
IGKOFFHN_02746	CDS	378				hypothetical protein
IGKOFFHN_02747	gene	1959				
IGKOFFHN_02747	CDS	1959				hypothetical protein
IGKOFFHN_02748	gene	396	ybaN			
IGKOFFHN_02748	CDS	396	ybaN		COG2832	Inner membrane protein YbaN
IGKOFFHN_02749	gene	588				
IGKOFFHN_02749	CDS	588				hypothetical protein
IGKOFFHN_02750	gene	2130	recQ			
IGKOFFHN_02750	CDS	2130	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
IGKOFFHN_02751	gene	435	slyA_2			
IGKOFFHN_02751	CDS	435	slyA_2			Transcriptional regulator SlyA
IGKOFFHN_02752	gene	1788				
IGKOFFHN_02752	CDS	1788				hypothetical protein
IGKOFFHN_02753	gene	2190	bamA_1			
IGKOFFHN_02753	CDS	2190	bamA_1			Outer membrane protein assembly factor BamA
IGKOFFHN_02754	gene	288				
IGKOFFHN_02754	CDS	288				hypothetical protein
IGKOFFHN_02755	gene	894				
IGKOFFHN_02755	CDS	894				hypothetical protein
IGKOFFHN_02756	gene	765	rhaR_2			
IGKOFFHN_02756	CDS	765	rhaR_2			HTH-type transcriptional activator RhaR
IGKOFFHN_02757	gene	816	lpxH_1			
IGKOFFHN_02757	CDS	816	lpxH_1	3.6.1.54		UDP-2,3-diacylglucosamine hydrolase
IGKOFFHN_02758	gene	591				
IGKOFFHN_02758	CDS	591				hypothetical protein
IGKOFFHN_02759	gene	312				
IGKOFFHN_02759	CDS	312				hypothetical protein
IGKOFFHN_02760	gene	1029	rhaS_9			
IGKOFFHN_02760	CDS	1029	rhaS_9			HTH-type transcriptional activator RhaS
IGKOFFHN_02761	gene	1455	trkI			
IGKOFFHN_02761	CDS	1455	trkI		COG0168	Trk system potassium uptake protein TrkI
IGKOFFHN_02762	gene	567	ydjA			
IGKOFFHN_02762	CDS	567	ydjA	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YdjA
IGKOFFHN_02763	gene	1341	sasA_9			
IGKOFFHN_02763	CDS	1341	sasA_9	2.7.-.-		Adaptive-response sensory-kinase SasA
IGKOFFHN_02764	gene	450				
IGKOFFHN_02764	CDS	450				hypothetical protein
IGKOFFHN_02765	gene	678	cpxR			
IGKOFFHN_02765	CDS	678	cpxR		COG0745	Transcriptional regulatory protein CpxR
IGKOFFHN_02766	gene	411				
IGKOFFHN_02766	CDS	411				hypothetical protein
IGKOFFHN_02767	gene	300	yciI			
IGKOFFHN_02767	CDS	300	yciI		COG2350	Protein YciI
IGKOFFHN_02768	gene	597	yciB			
IGKOFFHN_02768	CDS	597	yciB		COG2917	putative intracellular septation protein A
IGKOFFHN_02769	gene	864	yciV			
IGKOFFHN_02769	CDS	864	yciV	3.1.13.-	COG0613	5'-3' exoribonuclease
IGKOFFHN_02770	gene	669	yciO			
IGKOFFHN_02770	CDS	669	yciO		COG0009	putative protein YciO
IGKOFFHN_02771	gene	819	scpA			
IGKOFFHN_02771	CDS	819	scpA		COG1354	Segregation and condensation protein A
IGKOFFHN_02772	gene	1008	scpB			
IGKOFFHN_02772	CDS	1008	scpB			Segregation and condensation protein B
IGKOFFHN_02773	gene	192				
IGKOFFHN_02773	CDS	192				hypothetical protein
IGKOFFHN_02774	gene	1218				
IGKOFFHN_02774	CDS	1218				hypothetical protein
IGKOFFHN_02775	gene	1416	aroP			
IGKOFFHN_02775	CDS	1416	aroP		COG1113	Aromatic amino acid transport protein AroP
IGKOFFHN_02776	gene	696	mfpA			
IGKOFFHN_02776	CDS	696	mfpA		COG1357	Pentapeptide repeat protein MfpA
IGKOFFHN_02777	gene	414	arfB			
IGKOFFHN_02777	CDS	414	arfB	3.1.1.29	COG1186	Peptidyl-tRNA hydrolase ArfB
IGKOFFHN_02778	gene	1200	yhhS_2			
IGKOFFHN_02778	CDS	1200	yhhS_2			putative MFS-type transporter YhhS
IGKOFFHN_02779	gene	180				
IGKOFFHN_02779	CDS	180				hypothetical protein
IGKOFFHN_02780	gene	132				
IGKOFFHN_02780	CDS	132				hypothetical protein
IGKOFFHN_02781	gene	1194	aspC_2			
IGKOFFHN_02781	CDS	1194	aspC_2	2.6.1.1	COG1448	Aspartate aminotransferase
IGKOFFHN_02782	gene	357				
IGKOFFHN_02782	CDS	357		4.2.1.96		Putative pterin-4-alpha-carbinolamine dehydratase
IGKOFFHN_02783	gene	792	phhA			
IGKOFFHN_02783	CDS	792	phhA	1.14.16.1	COG3186	Phenylalanine-4-hydroxylase
IGKOFFHN_02784	gene	1563	tyrR_2			
IGKOFFHN_02784	CDS	1563	tyrR_2		COG3283	Transcriptional regulatory protein TyrR
IGKOFFHN_02785	gene	741	flgF			
IGKOFFHN_02785	CDS	741	flgF		COG4787	Flagellar basal-body rod protein FlgF
IGKOFFHN_02786	gene	786	flgG			
IGKOFFHN_02786	CDS	786	flgG		COG4786	Flagellar basal-body rod protein FlgG
IGKOFFHN_02787	gene	696	flgH			
IGKOFFHN_02787	CDS	696	flgH			Flagellar L-ring protein
IGKOFFHN_02788	gene	1089	flgI			
IGKOFFHN_02788	CDS	1089	flgI			Flagellar P-ring protein
IGKOFFHN_02789	gene	1293				
IGKOFFHN_02789	CDS	1293				hypothetical protein
IGKOFFHN_02790	gene	2046				
IGKOFFHN_02790	CDS	2046				hypothetical protein
IGKOFFHN_02791	gene	1572				
IGKOFFHN_02791	CDS	1572				hypothetical protein
IGKOFFHN_02792	gene	3594				
IGKOFFHN_02792	CDS	3594				hypothetical protein
IGKOFFHN_02793	gene	1758	cya			
IGKOFFHN_02793	CDS	1758	cya		COG2931	Bifunctional hemolysin/adenylate cyclase
IGKOFFHN_02794	gene	774	rfbF			
IGKOFFHN_02794	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
IGKOFFHN_02795	gene	1083	rfbG			
IGKOFFHN_02795	CDS	1083	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
IGKOFFHN_02796	gene	561	rfbC			
IGKOFFHN_02796	CDS	561	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
IGKOFFHN_02797	gene	1227				
IGKOFFHN_02797	CDS	1227				hypothetical protein
IGKOFFHN_02798	gene	852	tll			
IGKOFFHN_02798	CDS	852	tll	1.1.1.339		dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))
IGKOFFHN_02799	gene	1074				
IGKOFFHN_02799	CDS	1074				hypothetical protein
IGKOFFHN_02800	gene	738				
IGKOFFHN_02800	CDS	738		2.1.1.-	COG3510	Rhamnosyl O-methyltransferase
IGKOFFHN_02801	gene	2916				
IGKOFFHN_02801	CDS	2916				hypothetical protein
IGKOFFHN_02802	gene	1002	pseB			
IGKOFFHN_02802	CDS	1002	pseB	4.2.1.115	COG1086	UDP-N-acetylglucosamine 4,6-dehydratase (inverting)
IGKOFFHN_02803	gene	1158	arnB_2			
IGKOFFHN_02803	CDS	1158	arnB_2	2.6.1.87	COG0399	UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
IGKOFFHN_02804	gene	621				
IGKOFFHN_02804	CDS	621				hypothetical protein
IGKOFFHN_02805	gene	696	neuA			
IGKOFFHN_02805	CDS	696	neuA	2.7.7.82	COG1083	CMP-N,N'-diacetyllegionaminic acid synthase
IGKOFFHN_02806	gene	1503	murG_2			
IGKOFFHN_02806	CDS	1503	murG_2	2.4.1.227		UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase
IGKOFFHN_02807	gene	1053	pseI			
IGKOFFHN_02807	CDS	1053	pseI	2.5.1.97	COG2089	Pseudaminic acid synthase
IGKOFFHN_02808	gene	927	fabH			
IGKOFFHN_02808	CDS	927	fabH	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3
IGKOFFHN_02809	gene	1293				
IGKOFFHN_02809	CDS	1293				hypothetical protein
IGKOFFHN_02810	gene	267				
IGKOFFHN_02810	CDS	267				hypothetical protein
IGKOFFHN_02811	gene	852	hag			
IGKOFFHN_02811	CDS	852	hag		COG1344	Flagellin
IGKOFFHN_02812	gene	357				
IGKOFFHN_02812	CDS	357				hypothetical protein
IGKOFFHN_02813	gene	1443	fliD			
IGKOFFHN_02813	CDS	1443	fliD		COG1345	B-type flagellar hook-associated protein 2
IGKOFFHN_02814	gene	399	fliS			
IGKOFFHN_02814	CDS	399	fliS		COG1516	Flagellar secretion chaperone FliS
IGKOFFHN_02815	gene	297				
IGKOFFHN_02815	CDS	297				hypothetical protein
IGKOFFHN_02816	gene	1476	norR_3			
IGKOFFHN_02816	CDS	1476	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
IGKOFFHN_02817	gene	1212	atoS			
IGKOFFHN_02817	CDS	1212	atoS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase AtoS
IGKOFFHN_02818	gene	1392	atoC_4			
IGKOFFHN_02818	CDS	1392	atoC_4		COG2204	Regulatory protein AtoC
IGKOFFHN_02819	gene	330	fliE			
IGKOFFHN_02819	CDS	330	fliE			Flagellar hook-basal body complex protein FliE
IGKOFFHN_02820	gene	1788	fliF			
IGKOFFHN_02820	CDS	1788	fliF		COG1766	Flagellar M-ring protein
IGKOFFHN_02821	gene	1020	fliG			
IGKOFFHN_02821	CDS	1020	fliG		COG1536	Flagellar motor switch protein FliG
IGKOFFHN_02822	gene	807				
IGKOFFHN_02822	CDS	807				hypothetical protein
IGKOFFHN_02823	gene	1359	fliI			
IGKOFFHN_02823	CDS	1359	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
IGKOFFHN_02824	gene	450	fliJ			
IGKOFFHN_02824	CDS	450	fliJ		COG2882	Flagellar FliJ protein
IGKOFFHN_02825	gene	306				
IGKOFFHN_02825	CDS	306				STAS-domain containing protein
IGKOFFHN_02826	gene	1704	cheB_2			
IGKOFFHN_02826	CDS	1704	cheB_2	3.5.1.44		Protein-glutamate methylesterase/protein-glutamine glutaminase
IGKOFFHN_02827	gene	348				
IGKOFFHN_02827	CDS	348				hypothetical protein
IGKOFFHN_02828	gene	1362				
